"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"The book that this movie is based on seriously changed my life. But [[saying]] this movie was a [[disappointment]] is an understatement. The acting, directing, cinematography, and storyline were all horrible. I would never recommend this movie to anyone. I've told countless people about the book but will now be telling them all that they should definitely not see the movie! I did not expect the plot to follow the book exactly, but they have left out too many key components of the book. The movie tried, but failed, to deliver a powerful and inspiring message and only demeaned the central theme of the [[prophecy]]. While putting myself in the position who had not read the book, I saw the Celestine Prophecy as a bunch of hoaxy B.S. I am thoroughly [[disappointed]] with Redfield for the [[way]] this movie turned out.","The book that this movie is based on seriously changed my life. But [[believing]] this movie was a [[movie]] is an understatement. The acting, directing, cinematography, and storyline were all horrible. I would never recommend this movie to anyone. I've told countless people about the book but will now be telling them all that they should definitely not see the movie! I did not expect the plot to follow the book exactly, but they have left out too many key components of the book. The movie tried, but failed, to deliver a powerful and inspiring message and only demeaned the central theme of the [[play]]. While putting myself in the position who had not read the book, I saw the Celestine Prophecy as a bunch of hoaxy B.S. I am thoroughly [[impressed]] with Redfield for the [[ways]] this movie turned out.",0.0007843971252441406,0.5494253635406494,0,1,0,100,"Successful"
"With this cast and [[budget]] you will expect more.<br /><br />John Cusack has made a number movies that border on the strange, yet still work. Neither he, his sister, nor Sir Ben could do anything to save this travesty of trite poorly written garbage.<br /><br />The movie is nothing more than a series of sight gags and poor ones at that. The plot goes nowhere, the writing is contrived, senseless and the characters paper thin. If you think of a movie as being three dimensional where the story and characters bring a depth to the imagery, this stinker comes across as flat as steamboat [[mickey]].<br /><br />Dan Akroyd's appearance in this brought back memories of another truly awful [[movie]], 1991's Nothing but [[Trouble]]. Frankly this movie is the type of project that kills careers and gets agents fired.","With this cast and [[audience]] you will expect more.<br /><br />John Cusack has made a number movies that border on the strange, yet still work. Neither he, his sister, nor Sir Ben could do anything to save this travesty of trite poorly written garbage.<br /><br />The movie is nothing more than a series of sight gags and poor ones at that. The plot goes nowhere, the writing is contrived, senseless and the characters paper thin. If you think of a movie as being three dimensional where the story and characters bring a depth to the imagery, this stinker comes across as flat as steamboat [[s]].<br /><br />Dan Akroyd's appearance in this brought back memories of another truly awful [[film]], 1991's Nothing but [[shame]]. Frankly this movie is the type of project that kills careers and gets agents fired.",0.0005676150321960449,0.0005738735198974609,0,0,0,100,"Failed"
"My Favorite part was when the credits started to roll. I wish I could give it a .0000000000001 out of 10. I really wish I had that Hour and thirty minutes back. Don't waste your money or time on it. I really could have watched grass grow and felt better after wards.<br /><br />[[Nadia]] was really pretty and I hope the movie didn't destroy her career. But she chose to be in it.<br /><br />All in all it [[sucked]] more than any other movie has [[sucked]]. More than Kazaam and [[Glitter]] combined. That's saying something.<br /><br />Don't<br /><br />Do<br /><br />it!!!!","My Favorite part was when the credits started to roll. I wish I could give it a .0000000000001 out of 10. I really wish I had that Hour and thirty minutes back. Don't waste your money or time on it. I really could have watched grass grow and felt better after wards.<br /><br />[[crystal]] was really pretty and I hope the movie didn't destroy her career. But she chose to be in it.<br /><br />All in all it [[helped]] more than any other movie has [[worked]]. More than Kazaam and [[ruby]] combined. That's saying something.<br /><br />Don't<br /><br />Do<br /><br />it!!!!",0.0008416175842285156,0.6191568374633789,0,1,0,61,"Successful"
"Fate/Stay Night is an animated series [[inspired]] by a h-game. Somehow the producers turned it around making this a successful series without any of the h-stuff. It couldn't have been any other way because the development of the characters is great just the way it's pictured in this series and any alteration of that could only ruin [[perfection]].(You'll understand once you see all the episodes).<br /><br />Despite a relatively slow start (the producer took his time on presenting the characters) things gain momentum quickly and soon after mid-series the action gets so intense that glues you to your seat.<br /><br />The topic of the series concentrates on the War of Holy Grail that has been taking place in the Fukuky City for the last 50 years. The pilot actually [[starts]] with the [[conclusion]] of the [[previous]] war and develops from there on. Shiro is the only [[survivor]] of the fire","Fate/Stay Night is an animated series [[preceded]] by a h-game. Somehow the producers turned it around making this a successful series without any of the h-stuff. It couldn't have been any other way because the development of the characters is great just the way it's pictured in this series and any alteration of that could only ruin [[anything]].(You'll understand once you see all the episodes).<br /><br />Despite a relatively slow start (the producer took his time on presenting the characters) things gain momentum quickly and soon after mid-series the action gets so intense that glues you to your seat.<br /><br />The topic of the series concentrates on the War of Holy Grail that has been taking place in the Fukuky City for the last 50 years. The pilot actually [[started]] with the [[ruins]] of the [[demon]] war and develops from there on. Shiro is the only [[hero]] of the fire",0.0029015541076660156,0.003953874111175537,1,1,1,100,"Failed"
"This film was [[terrible]]. OK, my favourite film is 'The Wicker Man' (1973), so I was always bound to be a little biased. <br /><br />The plot rambles along, throwing out enough of the key elements of the original to make the term 'remake' highly dubious. (He's not a virgin, but IS allergic to bees. WOW!) So many things happen that make no sense and are unexplained, which I'm afraid Mr LaBute does not a horror movie make. (How are two people we clearly saw blown up in a car at the start alive and well at the end of the film?) [[Cage]] [[looks]] haggard and bewildered throughout, and his character is prone to calling out ""Rowan!?"" at the slightest noise. The 'nods' to the original are irritating as they come off as tacky rather than as intelligent homage. For example, certain incidents mirror the original (The girl falling out","This film was [[different]]. OK, my favourite film is 'The Wicker Man' (1973), so I was always bound to be a little biased. <br /><br />The plot rambles along, throwing out enough of the key elements of the original to make the term 'remake' highly dubious. (He's not a virgin, but IS allergic to bees. WOW!) So many things happen that make no sense and are unexplained, which I'm afraid Mr LaBute does not a horror movie make. (How are two people we clearly saw blown up in a car at the start alive and well at the end of the film?) [[holmes]] [[gets]] haggard and bewildered throughout, and his character is prone to calling out ""Rowan!?"" at the slightest noise. The 'nods' to the original are irritating as they come off as tacky rather than as intelligent homage. For example, certain incidents mirror the original (The girl falling out",0.0013284683227539062,0.7543133497238159,0,1,0,60,"Successful"
"Cheesy 80's horror co-starring genre favs Ken Foree and Rosalind Cash along with Brenda Bakke are some of the featured players in this tale about a haunted health club. Goofy dialogue and some [[nasty]] gore effects make this movie watchable. [[Not]] [[bad]] but no [[great]] [[shakes]] either.<br /><br />Recommended for the bad dialogue and acting. B-movie fans only.<br /><br />B","Cheesy 80's horror co-starring genre favs Ken Foree and Rosalind Cash along with Brenda Bakke are some of the featured players in this tale about a haunted health club. Goofy dialogue and some [[cool]] gore effects make this movie watchable. [[never]] [[dull]] but no [[back]] [[pain]] either.<br /><br />Recommended for the bad dialogue and acting. B-movie fans only.<br /><br />B",0.0006977319717407227,0.5286064147949219,0,1,0,65,"Successful"
"Bored Londoners Henry Kendall and Joan Barry (as Fred and Emily Hill) receive an advance on an inheritance. They use the money go traveling. Their lives become more exciting as they begin relationships with exotic Betty Amann (for Mr. Kendall) and lonely Percy Marmont (for Ms. Barry). But, they [[remain]] as [[boring]] as they were before. Arguably [[bored]] director Alfred [[Hitchcock]] tries to liven up the well-titled (as quoted in the film, from Shakespeare's ""The Tempest"") ""Rich and Strange"" by ordering up some camera trickery. An opening homage to King Vidor's ""The Crowd"" is the highlight. The low point may be the couple dining on Chinese prepared cat.<br /><br />*** Rich and Strange (12/10/31) Alfred Hitchcock ~ Henry Kendall, Joan Barry, Percy Marmont, Elsie Randolph","Bored Londoners Henry Kendall and Joan Barry (as Fred and Emily Hill) receive an advance on an inheritance. They use the money go traveling. Their lives become more exciting as they begin relationships with exotic Betty Amann (for Mr. Kendall) and lonely Percy Marmont (for Ms. Barry). But, they [[seem]] as [[happy]] as they were before. Arguably [[veteran]] director Alfred [[shaw]] tries to liven up the well-titled (as quoted in the film, from Shakespeare's ""The Tempest"") ""Rich and Strange"" by ordering up some camera trickery. An opening homage to King Vidor's ""The Crowd"" is the highlight. The low point may be the couple dining on Chinese prepared cat.<br /><br />*** Rich and Strange (12/10/31) Alfred Hitchcock ~ Henry Kendall, Joan Barry, Percy Marmont, Elsie Randolph",0.004870891571044922,0.8955632448196411,0,1,0,71,"Successful"
"The only reason I saw this movie was because it had Giovanni Ribisi and it was supposed to be ""Horror"". Don't be fooled, this movie has to be the [[worst]] ""horror"" film I have seen. It's about these people who go to a secret location which has a ""Monster"" in it. The monster is a man with a deformed face running around in blue sweat pants who has a craving for brains. Some people die, some people don't. In the end they throw the monster off of a plane and then fly away happily. BUT OH [[NO]]! THE MONSTER IS STILL ALIVE AFTER FALLING OUT OF A PLANE! Go spend 2 hours some other way like watching paint dry on a wall, trust me, it's more [[entertaining]] than this [[crap]].","The only reason I saw this movie was because it had Giovanni Ribisi and it was supposed to be ""Horror"". Don't be fooled, this movie has to be the [[finest]] ""horror"" film I have seen. It's about these people who go to a secret location which has a ""Monster"" in it. The monster is a man with a deformed face running around in blue sweat pants who has a craving for brains. Some people die, some people don't. In the end they throw the monster off of a plane and then fly away happily. BUT OH [[man]]! THE MONSTER IS STILL ALIVE AFTER FALLING OUT OF A PLANE! Go spend 2 hours some other way like watching paint dry on a wall, trust me, it's more [[real]] than this [[dream]].",0.0007091760635375977,0.9669386744499207,0,1,0,93,"Successful"
"After the highs of darkplace it was never conceivable that Holness and Adobye would be able to create anything half as good as garth marengi. Yet i think that man to man in its own right is as good a show (on the good episodes) as darkplace. i cant argue that 2 of the episodes really are'nt that good but the other 4 certainly make up for it. if i had to pick 2 great episodes id go for formula4 driver Steve Pising (pronounced Pissing) and the great Garth Marengi. to already have a bit of understanding of the programme is a [[real]] plus as Dean Learner makes many inside jokes but even if you have'nt seen much Dean id [[recommend]] this as some of the rants he launches into are [[genius]] ie. His argument with Def Lepord over their name. All in All a great show which just misses","After the highs of darkplace it was never conceivable that Holness and Adobye would be able to create anything half as good as garth marengi. Yet i think that man to man in its own right is as good a show (on the good episodes) as darkplace. i cant argue that 2 of the episodes really are'nt that good but the other 4 certainly make up for it. if i had to pick 2 great episodes id go for formula4 driver Steve Pising (pronounced Pissing) and the great Garth Marengi. to already have a bit of understanding of the programme is a [[little]] plus as Dean Learner makes many inside jokes but even if you have'nt seen much Dean id [[hate]] this as some of the rants he launches into are [[much]] ie. His argument with Def Lepord over their name. All in All a great show which just misses",0.01923048496246338,0.5132216215133667,1,0,1,51,"Successful"
"""I hate you, you hate me, Barney stole your SUV with a great big bunch and a kick from me to you wont you say you hate me too?"" ""jingle bells batman smells grandma had a gun shot Barney and [[made]] him pee and now there is no more barney the moron"" Now why the heck would come up with a idiotic show like barney ???????? So what I'm saying is Barney is a retard from the underground world? And the kids on this show are like 12 years old. If i were them i wouldn't believe this stupid [[idiot]] called barney.Now producers why do you believe this [[crap]] that barney says? They are [[always]] happy. That is stupid.they should be sad sometimes. am i right? bottom line [[barney]] is so stupid who watches that ugly [[creature]].","""I hate you, you hate me, Barney stole your SUV with a great big bunch and a kick from me to you wont you say you hate me too?"" ""jingle bells batman smells grandma had a gun shot Barney and [[saw]] him pee and now there is no more barney the moron"" Now why the heck would come up with a idiotic show like barney ???????? So what I'm saying is Barney is a retard from the underground world? And the kids on this show are like 12 years old. If i were them i wouldn't believe this stupid [[animal]] called barney.Now producers why do you believe this [[song]] that barney says? They are [[actually]] happy. That is stupid.they should be sad sometimes. am i right? bottom line [[everybody]] is so stupid who watches that ugly [[thing]].",0.004292607307434082,0.6681023836135864,0,1,0,100,"Successful"
"This film is worth [[seeing]] since it is a classic in the sense of being the very first full length film released in the process of three demention. It was not very good in its acting or story plot, but can be a great movie [[quiz]] question from an historical standpoint. It should be seen in the 3 D process with polarized lenses.","This film is worth [[celebrating]] since it is a classic in the sense of being the very first full length film released in the process of three demention. It was not very good in its acting or story plot, but can be a great movie [[worth]] question from an historical standpoint. It should be seen in the 3 D process with polarized lenses.",0.008296668529510498,0.855046272277832,0,1,0,18,"Successful"
"I have read all of the reviews for this direct to video movie. I can agree that the movie is not ""Armageddon"" or ""Deep Impact"" quality. Nevertheless, if you are looking for a way to pass ninety minutes or so, then this is a movie that is [[bearable]].<br /><br />I started looking at the film early in the AM hours as I was doing some geek stuff. It was very nice, because I was able to switch back and forth between what I was doing and watching the movie, with out missing a beat. It is a [[predictable]] movie, and the acting is not up to par for some of the veteran actors (for instance, Dennis Hopper).<br /><br />But I should point out that I paid only $2 (US) and as the old adage goes: You get what you pay for! If you are looking for some deep meaning movie","I have read all of the reviews for this direct to video movie. I can agree that the movie is not ""Armageddon"" or ""Deep Impact"" quality. Nevertheless, if you are looking for a way to pass ninety minutes or so, then this is a movie that is [[real]].<br /><br />I started looking at the film early in the AM hours as I was doing some geek stuff. It was very nice, because I was able to switch back and forth between what I was doing and watching the movie, with out missing a beat. It is a [[fantastic]] movie, and the acting is not up to par for some of the veteran actors (for instance, Dennis Hopper).<br /><br />But I should point out that I paid only $2 (US) and as the old adage goes: You get what you pay for! If you are looking for some deep meaning movie",0.0007855892181396484,0.9870669841766357,0,1,0,38,"Successful"
"In my opinion, this is a pretty good celebrity skit show. I enjoyed seeing Greg Kinnear as the host. There are many reasons why I said that. Even though Hal Sparks was an okay host, I sometimes wish that Greg Kinnear hadn't left. If you ask me, it seems that nobody stays with a TV show throughout its entire run anymore. Still, I enjoyed seeing the various hosts and other people spoofing [[celebrities]]. If you ask me, that was pretty darn [[funny]]. Before I wrap this up, I must say that I kind of miss this show. Now, in conclusion, I highly [[recommend]] this show to all you die-hard sketch show [[fans]]. You will really [[enjoy]] it.","In my opinion, this is a pretty good celebrity skit show. I enjoyed seeing Greg Kinnear as the host. There are many reasons why I said that. Even though Hal Sparks was an okay host, I sometimes wish that Greg Kinnear hadn't left. If you ask me, it seems that nobody stays with a TV show throughout its entire run anymore. Still, I enjoyed seeing the various hosts and other people spoofing [[videos]]. If you ask me, that was pretty darn [[gross]]. Before I wrap this up, I must say that I kind of miss this show. Now, in conclusion, I highly [[attribute]] this show to all you die-hard sketch show [[crap]]. You will really [[regret]] it.",0.0030853748321533203,0.8926545977592468,1,0,1,100,"Successful"
"MPAA [[Rating]] PG-13<br /><br />My Rating: 10 and up<br /><br />My * Rating 9.5/10<br /><br />William H. Macy delivers a [[stunning]] performance as the role of Mr. Neuman. He makes you feel sympathetic and scared for him simultaniously. The story starts out as a comedy and slowly but steadily becomes almost like a horror film with twists and turns that Macy effortly masters. I couldn't take my eyes off this film even after it ended, and I couldn't beleive it ended when it did. A MUST TO SEE.<br /><br />THIS PARAGRAPH MAY BE CONSIDERED A SPOILER BY SOME<br /><br />After you watch the film, look at the plot this way: The Neumans are the United States as a whole, and the charactor Meat Loaf Aday plays is the people in the United States who are anti-Semetic.<br /><br />This was a very [[enjoyable]] film and would reccomend to anyone I saw","MPAA [[classification]] PG-13<br /><br />My Rating: 10 and up<br /><br />My * Rating 9.5/10<br /><br />William H. Macy delivers a [[fine]] performance as the role of Mr. Neuman. He makes you feel sympathetic and scared for him simultaniously. The story starts out as a comedy and slowly but steadily becomes almost like a horror film with twists and turns that Macy effortly masters. I couldn't take my eyes off this film even after it ended, and I couldn't beleive it ended when it did. A MUST TO SEE.<br /><br />THIS PARAGRAPH MAY BE CONSIDERED A SPOILER BY SOME<br /><br />After you watch the film, look at the plot this way: The Neumans are the United States as a whole, and the charactor Meat Loaf Aday plays is the people in the United States who are anti-Semetic.<br /><br />This was a very [[bad]] film and would reccomend to anyone I saw",0.008202075958251953,0.7804058790206909,1,0,1,56,"Successful"
"This is one of Michael Jackson's best music video's ever made. Vincent [[Prices]] rap is totally cool and the zombies dancing with Michael is totally amazing! Michael Jackson is one of my favourite [[singers]] and he is one of the [[best]] singer's in the [[world]]. Way to go [[Michael]]!","This is one of Michael Jackson's best music video's ever made. Vincent [[bishop]] rap is totally cool and the zombies dancing with Michael is totally amazing! Michael Jackson is one of my favourite [[names]] and he is one of the [[only]] singer's in the [[movie]]. Way to go [[dad]]!",0.0031302571296691895,0.0032435059547424316,1,1,1,100,"Failed"
"I personally found this movie to be [[terrible]], first it was hardly [[objective]], and provided one side of the debate. The only people who were presented as the side saying he did exist being a bunch of people coming from a Billy Grahm Revival. Secondly it deviated heavily from its supposed topic did Jesus (Yeshua) exist, to talking about how violent Christianity is, and showing scenes from Mel Gibsons ""The Passion"". In the end it has the director con his former Principal of a Conservative Private School into being interviewed, and attempts to trap him about teaching the kids there faith. Oh and also the Techno Music just made the film [[harder]] to watch.","I personally found this movie to be [[impressive]], first it was hardly [[short]], and provided one side of the debate. The only people who were presented as the side saying he did exist being a bunch of people coming from a Billy Grahm Revival. Secondly it deviated heavily from its supposed topic did Jesus (Yeshua) exist, to talking about how violent Christianity is, and showing scenes from Mel Gibsons ""The Passion"". In the end it has the director con his former Principal of a Conservative Private School into being interviewed, and attempts to trap him about teaching the kids there faith. Oh and also the Techno Music just made the film [[fun]] to watch.",0.0006052255630493164,0.5369844436645508,0,1,0,28,"Successful"
"The murder of the Red Comyn in Grayfriars Abbey was a long way from one of the most horrendous things ever done in the Scottish War of Independence and fights (and killing) in churches wasn't unusual at all. Not that much later Robert Bruces wife, daughter, two of his sisters were captured during a fight in a church in which people were killed. And comparing it to the massacre of Berwick in which the English slaughtered at least 8000 non-combatants (some, yes, in churches) is [[ridiculous]].<br /><br />That said this is not a well-made movie. It is [[slightly]] antidote to the absolutely RIDICULOUS sniveling representation of Robert Bruce in Braveheart. Whatever Bruce was, it wasn't a wuss.<br /><br />Too bad that they didn't do a better job of this because someone should make a really GOOD movie of a war that is so amazing that it sounds like something someone","The murder of the Red Comyn in Grayfriars Abbey was a long way from one of the most horrendous things ever done in the Scottish War of Independence and fights (and killing) in churches wasn't unusual at all. Not that much later Robert Bruces wife, daughter, two of his sisters were captured during a fight in a church in which people were killed. And comparing it to the massacre of Berwick in which the English slaughtered at least 8000 non-combatants (some, yes, in churches) is [[incredible]].<br /><br />That said this is not a well-made movie. It is [[just]] antidote to the absolutely RIDICULOUS sniveling representation of Robert Bruce in Braveheart. Whatever Bruce was, it wasn't a wuss.<br /><br />Too bad that they didn't do a better job of this because someone should make a really GOOD movie of a war that is so amazing that it sounds like something someone",0.011053621768951416,0.5063443183898926,0,1,0,19,"Successful"
"One of the most [[beautiful]] [[movies]] ever made in ex Yu.Story is very familiar to people in ex Yul because generation after war used to live in the same way.People in the west cant imagine how political situation in our country affect people.The plot is in the 50"",When Josip Broz Tito said no to the SSSR and politbiro and because of that our borders becomes open for western influence.But,in a country were people didn't had much money jeans was only ideal and friendship was everything.The friendship between for young people an a girl was so [[strong]] that after 40 years of their [[emigration]] from Yu is still [[alive]].They get together after all this years on Ester""s funeral and they start to remember of their childhood,before their went to the [[emigration]] and become successful people.","One of the most [[expensive]] [[product]] ever made in ex Yu.Story is very familiar to people in ex Yul because generation after war used to live in the same way.People in the west cant imagine how political situation in our country affect people.The plot is in the 50"",When Josip Broz Tito said no to the SSSR and politbiro and because of that our borders becomes open for western influence.But,in a country were people didn't had much money jeans was only ideal and friendship was everything.The friendship between for young people an a girl was so [[easy]] that after 40 years of their [[friend]] from Yu is still [[dead]].They get together after all this years on Ester""s funeral and they start to remember of their childhood,before their went to the [[university]] and become successful people.",0.0028768181800842285,0.006177544593811035,1,1,1,100,"Failed"
"[[Terrible]] [[psychological]] [[thriller]] that is almost [[painful]] to sit through, every aspect being [[awful]].<br /><br />The combined talents of top actors Kevin Bacon and Gary Oldman are totally wasted, and though they give good performances, one wonders why they bothered. The script from Mark Kasdan is a complete mess, and Martin [[Campbell]] has the narrative jumping all over the place, but if you're unable to follow it, take it as a blessing. There are far too many pointless, crazy scenes that just don't make sense. Jerry Goldsmith's music is not much help either.<br /><br />Even if there was potential in the plot, [[director]] Campbell's approach has utterly ruined it. [[Avoid]] at all costs!<br /><br />[[Monday]], February 26, 1996 - [[Video]]","[[perfect]] [[medical]] [[treatment]] that is almost [[easy]] to sit through, every aspect being [[perfect]].<br /><br />The combined talents of top actors Kevin Bacon and Gary Oldman are totally wasted, and though they give good performances, one wonders why they bothered. The script from Mark Kasdan is a complete mess, and Martin [[landau]] has the narrative jumping all over the place, but if you're unable to follow it, take it as a blessing. There are far too many pointless, crazy scenes that just don't make sense. Jerry Goldsmith's music is not much help either.<br /><br />Even if there was potential in the plot, [[david]] Campbell's approach has utterly ruined it. [[safety]] at all costs!<br /><br />[[chicago]], February 26, 1996 - [[cut]]",0.000576019287109375,0.0019639134407043457,0,0,0,100,"Failed"
"I wanted to watch this movie because of Eliza Dushku, but she only has a smaller part in it, and her character isn't very likable. However, the main character, played by Melissa Sagemiller, is extremely beautiful and a perfect delight to look at throughout the movie. This is really nothing but a showcase for her looks and talent. She does a very good job.<br /><br />The story itself is, on the face of it, pretty nonsensical. After a car crash, some friends are possibly dead, but keeps on living their previous lives, while all sorts of mysterious things happen. Some bad guys are after them, but we never really find out who they are (possibly they were the ones in the other car, but we certainly don't hear anything about why they are after them). The final scenes especially seem filmically ambitious, but I can't get anything coherent out of","I wanted to watch this movie because of Eliza Dushku, but she only has a smaller part in it, and her character isn't very likable. However, the main character, played by Melissa Sagemiller, is extremely beautiful and a perfect delight to look at throughout the movie. This is really nothing but a showcase for her looks and talent. She does a very good job.<br /><br />The story itself is, on the face of it, pretty nonsensical. After a car crash, some friends are possibly dead, but keeps on living their previous lives, while all sorts of mysterious things happen. Some bad guys are after them, but we never really find out who they are (possibly they were the ones in the other car, but we certainly don't hear anything about why they are after them). The final scenes especially seem filmically ambitious, but I can't get anything coherent out of",0.9903176426887512,0.9903176426887512,1,1,0,1,"Skipped"
"This is a movie that should have been a mini-series as it tries to get too much information in too small a space. The whole story is constantly being bombarded with sub-plots, character introduction and [[meaningless]] pieces information that go nowhere. There is a underlying plot where boy meets a girl, she has doubts but gets married anyhow and then her doubts surface and she goes to see if they are real. They turn out not to be but her husband won't believe that she was not unfaithful and her almost boyfriend doesn't want her as she was not unfaithful to her husband. With that said there are no less than 1000 sub-plots and character [[introductions]] that make this [[plot]] almost incomprehensible. In the first [[15]] minutes you are inundated with so many things and [[situations]] that you just [[stop]] [[caring]]. You don't care about any of the confused and","This is a movie that should have been a mini-series as it tries to get too much information in too small a space. The whole story is constantly being bombarded with sub-plots, character introduction and [[puzzle]] pieces information that go nowhere. There is a underlying plot where boy meets a girl, she has doubts but gets married anyhow and then her doubts surface and she goes to see if they are real. They turn out not to be but her husband won't believe that she was not unfaithful and her almost boyfriend doesn't want her as she was not unfaithful to her husband. With that said there are no less than 1000 sub-plots and character [[changes]] that make this [[drama]] almost incomprehensible. In the first [[two]] minutes you are inundated with so many things and [[emotions]] that you just [[enjoy]] [[listening]]. You don't care about any of the confused and",0.0005699992179870605,0.0034031271934509277,0,0,0,100,"Failed"
"Intelligent, wry, and thrilling, ""The Invisible Man"" stood out in 2000 among Sci-Fi's usual lineup, balancing out ""Farscape""'s fantastical art direction and sometimes melodramatic script with gritty, cynical plots and modern noir dialogue. The show sat between ""Law and Order"" and ""Doctor Who"" on the believability meter, but there was no denying the fact that ""I-Man""'s characters went beyond caricature. Even characters that verged on predictability like the Keeper, the Official, and Eberts were given reprieves from the formulaic. Paul Ben-Victor and Vincent Ventresca had a chemistry that evolved and shifted elegantly, made even more remarkable by the revolving door team of writers and directors. The effects are never allowed to overwhelm the plot, and the science only sometimes verged on the totally unbelievable. The show's low points are still entertaining, and I've never seen such [[taut]] pilot episodes. Matt Greenberg and Sci-Fi should be commended, and fans have the","Intelligent, wry, and thrilling, ""The Invisible Man"" stood out in 2000 among Sci-Fi's usual lineup, balancing out ""Farscape""'s fantastical art direction and sometimes melodramatic script with gritty, cynical plots and modern noir dialogue. The show sat between ""Law and Order"" and ""Doctor Who"" on the believability meter, but there was no denying the fact that ""I-Man""'s characters went beyond caricature. Even characters that verged on predictability like the Keeper, the Official, and Eberts were given reprieves from the formulaic. Paul Ben-Victor and Vincent Ventresca had a chemistry that evolved and shifted elegantly, made even more remarkable by the revolving door team of writers and directors. The effects are never allowed to overwhelm the plot, and the science only sometimes verged on the totally unbelievable. The show's low points are still entertaining, and I've never seen such [[bad]] pilot episodes. Matt Greenberg and Sci-Fi should be commended, and fans have the",0.006451785564422607,0.9369182586669922,1,0,1,20,"Successful"
"My wife and I both agree that this is one of the [[worst]] movies ever made. Certainly in the top ten of those I've watched all the way through. At least ""Plan 9"" was enjoyable.<br /><br />I DID really enjoy ""Christine"", ""The Dead Zone"", ""Firestarter"", ""Carrie"", and some of his other films. I didn't care much for ""Cujo"" (only because the sound was so bad on versions I've seen and I often couldn't tell what people were saying), or ""Pet Sematary (Pet Cemetery)"".<br /><br />But this [[mess]] was a total [[mistake]] in every way possible. The ""creatures"" themselves [[seemed]] designed by a 9-year-old. (No offense to 9-year-olds.)<br /><br />Even the ""one-liners"" made us groan and weren't remotely amusing.","My wife and I both agree that this is one of the [[heaviest]] movies ever made. Certainly in the top ten of those I've watched all the way through. At least ""Plan 9"" was enjoyable.<br /><br />I DID really enjoy ""Christine"", ""The Dead Zone"", ""Firestarter"", ""Carrie"", and some of his other films. I didn't care much for ""Cujo"" (only because the sound was so bad on versions I've seen and I often couldn't tell what people were saying), or ""Pet Sematary (Pet Cemetery)"".<br /><br />But this [[episode]] was a total [[fabrication]] in every way possible. The ""creatures"" themselves [[being]] designed by a 9-year-old. (No offense to 9-year-olds.)<br /><br />Even the ""one-liners"" made us groan and weren't remotely amusing.",0.000616908073425293,0.05162590742111206,0,0,0,100,"Failed"
"how can this movie have a 5.5 this movie was a [[piece]] of [[skunk]] s**t. first the [[actors]] were really bad i mean chainsaw Charlie was so retarded. because in the very beginning when he pokes his head into the wooden hut (that happened to be about oh 1 quarter of an inch thick (that really cheap as* flimsy piece of wood) and he did not even think he could cut threw it)second the person who did the [[set]] [[sucks]] as* at supplying things for them to build with. the only good thing about this movie is the idea of this t.v. show. bottom line DO NOT waste your hard earned cash on this hunk of s**t they call a movie.<br /><br />[[rating]]:0.3","how can this movie have a 5.5 this movie was a [[parody]] of [[zombie]] s**t. first the [[bugs]] were really bad i mean chainsaw Charlie was so retarded. because in the very beginning when he pokes his head into the wooden hut (that happened to be about oh 1 quarter of an inch thick (that really cheap as* flimsy piece of wood) and he did not even think he could cut threw it)second the person who did the [[trick]] [[had]] as* at supplying things for them to build with. the only good thing about this movie is the idea of this t.v. show. bottom line DO NOT waste your hard earned cash on this hunk of s**t they call a movie.<br /><br />[[time]]:0.3",0.0005842447280883789,0.000704646110534668,0,0,0,100,"Failed"
"Am not [[familiar]] with the [[trilogy]] but came upon this film last night on Showtime. The film looked very well done with the set design and the cinematography, but the screenplay was stilted and [[wooden]]. The acting was fairly bad- thought the two female leads were serviceable. You never really believed anything the supporting actors said though. There were the stereotypes- bible-thumping Reverend without a hint of nuance, authoritative Captain, hot-headed soldier, etc. I am sorry to say that based on these deficiencies I clocked it straight away as Canadian without knowing it to be such-the Telefilm Canada end credits gave it away. I know I'm a [[horrible]] person.<br /><br />Maybe I missed something in the beginning but the hostility towards the girls is never explained. Here they are besieged in a fort by werewolves and the men are [[wasting]] time and energy brutalizing two young women for no reason.","Am not [[unfamiliar]] with the [[book]] but came upon this film last night on Showtime. The film looked very well done with the set design and the cinematography, but the screenplay was stilted and [[complicated]]. The acting was fairly bad- thought the two female leads were serviceable. You never really believed anything the supporting actors said though. There were the stereotypes- bible-thumping Reverend without a hint of nuance, authoritative Captain, hot-headed soldier, etc. I am sorry to say that based on these deficiencies I clocked it straight away as Canadian without knowing it to be such-the Telefilm Canada end credits gave it away. I know I'm a [[brave]] person.<br /><br />Maybe I missed something in the beginning but the hostility towards the girls is never explained. Here they are besieged in a fort by werewolves and the men are [[lost]] time and energy brutalizing two young women for no reason.",0.0006021261215209961,0.0038266777992248535,0,0,0,100,"Failed"
